Date,Open,High,Low,Close,Adj Close,Volume
2022-12-28,385.000000,389.549988,383.250000,387.799988,386.847168,3838001
2022-12-29,386.250000,392.100006,384.799988,390.750000,389.789917,4742699
2022-12-30,393.000000,396.299988,391.549988,392.750000,391.785004,4128278
2023-01-02,393.000000,393.899994,390.500000,393.049988,392.084259,2779756
2023-01-03,393.049988,397.750000,391.700012,397.049988,396.074432,2997211
2023-01-04,397.500000,397.500000,388.600006,389.700012,388.742523,4463261
2023-01-05,390.000000,392.200012,383.750000,386.899994,385.949371,4784490
2023-01-06,387.000000,388.799988,381.399994,382.000000,381.061432,4242377
2023-01-09,386.000000,393.000000,385.100006,391.799988,390.837341,3673716
2023-01-10,392.000000,393.899994,387.350006,393.049988,392.084259,3939748
2023-01-11,393.000000,396.000000,391.500000,393.850006,392.882294,3828300
2023-01-12,395.750000,397.899994,390.500000,394.500000,393.530701,4755250
2023-01-13,396.000000,396.600006,386.500000,393.899994,392.932159,6810930
2023-01-16,390.000000,401.000000,389.000000,398.600006,397.620636,11933722
2023-01-17,400.049988,402.049988,393.750000,396.350006,395.376160,7155016
2023-01-18,398.500000,403.850006,398.000000,403.200012,402.209351,8040213
2023-01-19,402.100006,404.000000,398.750000,403.399994,402.408844,4723728
2023-01-20,403.549988,405.399994,401.299988,403.149994,402.159454,4632807
2023-01-23,405.200012,407.750000,402.500000,407.000000,406.000000,4407645
2023-01-24,408.399994,410.200012,405.149994,406.600006,406.600006,4776320
2023-01-25,405.000000,405.899994,400.000000,401.549988,401.549988,3177777
2023-01-27,401.549988,403.600006,394.200012,398.049988,398.049988,3705067
2023-01-30,398.049988,404.799988,395.049988,402.250000,402.250000,3630628
2023-01-31,402.299988,402.549988,397.700012,398.850006,398.850006,4783423
2023-02-01,401.500000,403.899994,398.350006,402.399994,402.399994,3514948
2023-02-02,402.399994,410.000000,402.399994,409.450012,409.450012,5417730
2023-02-03,412.549988,413.000000,406.149994,407.899994,407.899994,4425118
2023-02-06,405.399994,406.200012,401.600006,404.649994,404.649994,2979011
2023-02-07,405.500000,405.500000,399.049988,400.500000,400.500000,3341790
2023-02-08,401.000000,407.600006,401.000000,406.750000,406.750000,4150488
2023-02-09,406.750000,408.950012,403.549988,408.299988,408.299988,2638687
2023-02-10,407.000000,407.000000,402.799988,405.799988,405.799988,2580070
2023-02-13,405.649994,405.649994,399.200012,400.600006,400.600006,2412678
2023-02-14,403.000000,406.450012,401.500000,405.100006,405.100006,2319411
2023-02-15,402.700012,407.850006,400.350006,407.399994,407.399994,2613836
2023-02-16,408.799988,413.250000,408.549988,409.899994,409.899994,5594681
2023-02-17,406.850006,408.000000,404.000000,406.299988,406.299988,2808122
2023-02-20,405.299988,407.799988,402.200012,407.049988,407.049988,3248594
2023-02-21,407.399994,408.000000,402.100006,402.750000,402.750000,2880586
2023-02-22,399.500000,400.350006,394.450012,395.149994,395.149994,3441686
2023-02-23,395.799988,398.700012,393.399994,393.950012,393.950012,3039161
2023-02-24,395.950012,396.500000,392.549988,393.299988,393.299988,2553317
2023-02-27,392.750000,393.299988,385.450012,390.350006,390.350006,2777355
2023-02-28,391.850006,393.200012,385.700012,387.049988,387.049988,5030801
2023-03-01,388.100006,391.750000,387.299988,390.950012,390.950012,2271306
2023-03-02,388.700012,390.350006,387.299988,388.049988,388.049988,2219486
2023-03-03,390.600006,391.450012,389.100006,390.450012,390.450012,2196968
2023-03-06,392.450012,396.649994,392.100006,393.750000,393.750000,3363861
2023-03-08,391.649994,393.000000,388.850006,392.600006,392.600006,2454421
2023-03-09,392.799988,393.850006,389.600006,390.100006,390.100006,2078527
2023-03-10,387.899994,389.899994,386.600006,389.100006,389.100006,2283698
2023-03-13,389.000000,392.600006,383.750000,385.450012,385.450012,2991260
2023-03-14,386.549988,387.149994,377.350006,379.450012,379.450012,4047426
2023-03-15,383.700012,383.700012,374.899994,375.750000,375.750000,3843963
2023-03-16,375.350006,376.700012,370.000000,372.850006,372.850006,3843310
2023-03-17,377.200012,378.350006,373.850006,376.500000,376.500000,4522141
2023-03-20,375.000000,375.950012,365.149994,367.149994,367.149994,4092377
2023-03-21,369.000000,370.250000,365.450012,366.399994,366.399994,3605576
2023-03-22,367.850006,370.000000,365.850006,366.399994,366.399994,2687423
2023-03-23,364.899994,364.899994,360.350006,361.500000,361.500000,4742596
2023-03-24,363.350006,366.850006,361.000000,361.750000,361.750000,3953348
2023-03-27,361.750000,364.000000,359.200012,361.250000,361.250000,3113857
2023-03-28,363.000000,364.049988,355.399994,356.200012,356.200012,3906548
2023-03-29,358.000000,360.750000,355.000000,359.049988,359.049988,4411920
2023-03-31,363.350006,365.750000,361.299988,365.250000,365.250000,3957106
2023-04-03,367.950012,368.399994,365.149994,367.950012,367.950012,2026750
2023-04-05,369.700012,371.899994,367.200012,369.750000,369.750000,3221555
2023-04-06,369.000000,370.450012,365.850006,366.649994,366.649994,3214807
2023-04-10,368.000000,374.399994,367.600006,373.299988,373.299988,2812470
2023-04-11,373.500000,374.850006,368.600006,370.250000,370.250000,3392177
2023-04-12,370.600006,373.450012,369.350006,372.149994,372.149994,2789105
2023-04-13,369.899994,369.899994,366.000000,368.299988,368.299988,3362317
2023-04-17,359.950012,361.950012,352.000000,361.350006,361.350006,6801645
2023-04-18,363.450012,368.899994,359.250000,367.899994,367.899994,4012449
2023-04-19,367.899994,367.899994,360.399994,360.799988,360.799988,3737972
2023-04-20,360.500000,363.700012,359.000000,362.850006,362.850006,2211633
2023-04-21,364.100006,368.700012,363.649994,368.049988,368.049988,2649994
2023-04-24,375.000000,378.600006,370.549988,377.950012,377.950012,8889522
2023-04-25,378.200012,378.899994,374.100006,375.649994,375.649994,3764276
2023-04-26,377.649994,377.649994,373.399994,374.549988,374.549988,3504073
2023-04-27,376.399994,376.600006,372.049988,374.399994,374.399994,4245850
2023-04-28,380.000000,388.000000,380.000000,385.000000,385.000000,13854703
2023-05-02,389.000000,392.149994,387.450012,388.350006,388.350006,4873304
2023-05-03,388.350006,388.350006,382.049988,385.100006,385.100006,2414244
2023-05-04,384.750000,386.149994,383.049988,383.700012,383.700012,3126679
2023-05-05,382.750000,384.399994,379.000000,379.399994,379.399994,3951097
2023-05-08,381.000000,383.000000,379.600006,380.350006,380.350006,4806772
2023-05-09,382.500000,383.450012,380.049988,382.299988,382.299988,2858349
2023-05-10,384.000000,384.549988,382.000000,383.750000,383.750000,1835201
2023-05-11,385.700012,386.850006,383.100006,384.649994,384.649994,2024982
2023-05-12,384.600006,385.250000,381.549988,383.250000,383.250000,2290179
2023-05-15,383.250000,387.000000,382.500000,385.750000,385.750000,2544847
2023-05-16,387.500000,388.799988,386.500000,386.950012,386.950012,2029676
2023-05-17,386.200012,387.350006,381.350006,382.299988,382.299988,2688051
2023-05-18,385.200012,385.350006,382.250000,382.600006,382.600006,2118508
2023-05-19,384.799988,388.200012,383.500000,386.200012,386.200012,3640791
2023-05-22,386.500000,396.600006,385.399994,395.750000,395.750000,6098695
2023-05-23,397.000000,402.100006,396.049988,397.649994,397.649994,6362817
2023-05-24,394.500000,400.450012,393.350006,399.700012,399.700012,4128487
2023-05-25,399.000000,399.000000,392.649994,394.100006,394.100006,6802527
2023-05-26,395.149994,402.549988,395.000000,401.700012,401.700012,3963090
2023-05-29,404.000000,406.000000,399.350006,399.799988,399.799988,3979654
2023-05-30,400.000000,403.850006,399.450012,402.500000,402.500000,3689486
2023-05-31,401.750000,404.799988,400.500000,403.649994,403.649994,5891791
2023-06-01,405.000000,408.000000,404.049988,407.149994,407.149994,3532742
2023-06-02,408.700012,409.799988,404.000000,404.950012,404.950012,3160377
2023-06-05,408.899994,409.750000,403.700012,404.200012,404.200012,3626430
2023-06-06,403.350006,403.350006,395.549988,399.950012,399.950012,6853700
2023-06-07,402.399994,403.600006,401.000000,402.799988,402.799988,4107930
2023-06-08,404.100006,404.750000,398.750000,399.549988,399.549988,5307526
2023-06-09,399.450012,400.350006,396.049988,397.299988,397.299988,6009116
2023-06-12,399.799988,399.799988,394.600006,395.600006,395.600006,5986811
2023-06-13,397.950012,398.500000,394.500000,395.549988,395.549988,6508093
2023-06-14,396.299988,397.149994,392.700012,396.450012,396.450012,9256282
2023-06-15,397.100006,397.450012,388.250000,388.950012,388.950012,14351160
2023-06-16,385.549988,388.649994,379.149994,381.299988,381.299988,20555324
2023-06-19,382.000000,382.000000,377.100006,380.149994,380.149994,5314720
2023-06-20,381.799988,384.950012,380.600006,382.500000,382.500000,5901329
2023-06-21,384.250000,387.250000,383.100006,385.500000,385.500000,4414632
2023-06-22,386.000000,386.000000,381.600006,382.299988,382.299988,4678087
2023-06-23,382.299988,383.000000,378.100006,379.950012,379.950012,3235203
2023-06-26,380.000000,381.899994,379.049988,380.899994,380.899994,2050200
2023-06-27,384.250000,384.250000,381.500000,382.600006,382.600006,2940375
2023-06-28,382.600006,382.600006,382.600006,382.600006,382.600006,0
2023-06-30,385.000000,389.750000,383.000000,389.149994,389.149994,4535405
2023-07-03,393.899994,393.899994,389.500000,391.600006,391.600006,4518462
2023-07-04,393.750000,397.350006,393.000000,395.950012,395.950012,6308617
2023-07-05,394.100006,395.399994,391.850006,393.899994,393.899994,6183479
2023-07-06,394.500000,396.950012,393.149994,396.200012,396.200012,4518621
2023-07-07,395.000000,397.450012,393.200012,395.850006,395.850006,4532610
2023-07-10,395.850006,395.850006,389.649994,389.950012,389.950012,2815200
2023-07-11,390.000000,392.799988,387.850006,392.049988,392.049988,4817419
2023-07-12,393.899994,393.950012,390.350006,391.850006,391.850006,3424110
2023-07-13,391.850006,398.600006,391.250000,394.299988,394.299988,6797863
2023-07-14,394.750000,405.500000,392.350006,405.049988,405.049988,15683392
2023-07-17,407.000000,424.950012,405.799988,415.250000,415.250000,22879930
2023-07-18,418.000000,420.299988,412.250000,417.200012,417.200012,8884513
2023-07-19,420.000000,421.000000,414.149994,417.950012,417.950012,5415495
2023-07-20,418.500000,420.000000,414.649994,417.649994,417.649994,4127855
2023-07-21,405.000000,414.350006,401.000000,404.700012,404.700012,11757106
2023-07-24,406.299988,408.000000,403.500000,404.049988,404.049988,3404230
2023-07-25,405.500000,405.500000,400.000000,400.399994,400.399994,3229100
2023-07-26,403.500000,403.600006,401.399994,402.750000,402.750000,2664831
2023-07-27,404.000000,406.600006,399.000000,399.950012,399.950012,4474179
2023-07-28,401.049988,402.850006,396.549988,398.750000,398.750000,3380030
2023-07-31,399.750000,406.000000,398.950012,405.049988,405.049988,3381090
2023-08-01,405.500000,408.000000,404.049988,406.950012,406.950012,3590902
2023-08-02,405.899994,405.899994,399.000000,402.799988,402.799988,2699809
2023-08-03,402.000000,402.000000,397.049988,399.649994,399.649994,3410849
2023-08-04,400.850006,410.000000,400.299988,408.850006,408.850006,6240770
2023-08-07,409.950012,413.000000,408.049988,411.149994,411.149994,4411433
2023-08-08,412.399994,417.500000,409.950012,416.350006,416.350006,7862142
2023-08-09,415.500000,418.500000,412.549988,417.799988,417.799988,4654694
2023-08-10,417.100006,420.799988,415.549988,418.649994,418.649994,4950822
2023-08-11,418.649994,422.149994,412.350006,413.049988,413.049988,3785734
2023-08-14,413.250000,416.200012,409.500000,415.149994,415.149994,2896090
2023-08-16,414.149994,420.200012,414.000000,418.649994,418.649994,4065890
2023-08-17,418.649994,420.399994,414.500000,417.549988,417.549988,3170480
2023-08-18,415.049988,416.350006,408.000000,411.700012,411.700012,5301196
2023-08-21,411.799988,417.350006,411.649994,414.600006,414.600006,3667130
2023-08-22,415.000000,418.100006,412.750000,417.100006,417.100006,3175120
2023-08-23,417.250000,417.950012,414.600006,415.250000,415.250000,3067117
2023-08-24,418.750000,420.000000,412.000000,412.700012,412.700012,2888478
2023-08-25,410.000000,411.299988,407.100006,409.700012,409.700012,3299255
2023-08-28,411.450012,412.450012,407.649994,408.049988,408.049988,1700987
2023-08-29,409.649994,411.899994,407.100006,408.100006,408.100006,1999281
2023-08-30,410.000000,410.200012,406.649994,407.200012,407.200012,2009091
2023-08-31,408.000000,410.000000,406.450012,408.399994,408.399994,11030976
2023-09-01,407.950012,417.750000,407.500000,416.350006,416.350006,4238065
2023-09-04,418.000000,436.500000,416.000000,434.100006,434.100006,13817324
2023-09-05,435.799988,437.500000,430.299988,431.850006,431.850006,8986713
2023-09-06,433.750000,435.549988,425.899994,429.299988,429.299988,6765956
2023-09-07,429.950012,433.700012,426.750000,432.850006,432.850006,4661325
2023-09-08,433.450012,433.450012,429.299988,430.000000,430.000000,2874205
2023-09-11,433.000000,437.500000,430.100006,434.850006,434.850006,4126657
2023-09-12,437.100006,441.500000,426.899994,435.000000,435.000000,7272664
2023-09-13,434.950012,437.950012,431.500000,435.700012,435.700012,3722835
2023-09-14,438.399994,443.250000,435.299988,436.450012,436.450012,7447505
2023-09-15,439.799988,443.750000,438.250000,441.049988,441.049988,9917938
2023-09-18,441.049988,441.049988,435.200012,436.100006,436.100006,3012598
2023-09-20,434.250000,436.850006,429.049988,430.100006,430.100006,4551350
2023-09-21,429.899994,431.250000,423.049988,428.950012,428.950012,4446535
2023-09-22,424.399994,426.750000,416.600006,418.500000,418.500000,9909130
2023-09-25,418.500000,419.750000,412.000000,414.100006,414.100006,4650566
2023-09-26,416.799988,416.799988,411.700012,412.899994,412.899994,3240283
2023-09-27,412.250000,416.549988,410.299988,415.649994,415.649994,3886997
2023-09-28,416.500000,416.500000,404.000000,405.350006,405.350006,8438058
2023-09-29,405.000000,409.250000,401.500000,406.049988,406.049988,6390136
2023-10-03,406.450012,408.100006,403.600006,405.450012,405.450012,2864052
2023-10-04,402.700012,405.450012,400.649994,404.899994,404.899994,3452935
2023-10-05,407.950012,410.399994,405.000000,406.799988,406.799988,4062652
2023-10-06,408.000000,409.799988,406.950012,407.850006,407.850006,3182502
2023-10-09,404.200012,411.000000,403.399994,405.600006,405.600006,3015225
2023-10-10,406.399994,408.750000,406.200012,407.750000,407.750000,2564007
2023-10-11,409.000000,423.950012,409.000000,421.149994,421.149994,9546114
2023-10-12,421.750000,421.899994,414.700012,417.100006,417.100006,5117199
2023-10-13,411.899994,414.399994,409.049988,411.049988,411.049988,5457027
2023-10-16,411.000000,411.899994,408.149994,410.200012,410.200012,2638826
2023-10-17,411.700012,413.850006,411.049988,411.399994,411.399994,2989694
2023-10-18,409.000000,413.649994,407.000000,407.450012,407.450012,2440533
2023-10-19,391.950012,396.750000,390.100006,395.299988,395.299988,12814551
2023-10-20,395.049988,396.049988,391.000000,391.850006,391.850006,4214668
2023-10-23,390.850006,393.000000,382.200012,383.149994,383.149994,4418913
2023-10-25,384.399994,387.700012,381.100006,381.850006,381.850006,3339147
2023-10-26,378.799988,380.549988,375.049988,378.250000,378.250000,5497791
2023-10-27,379.049988,384.350006,379.049988,382.350006,382.350006,3101406
2023-10-30,384.000000,384.350006,380.399994,382.000000,382.000000,2344372
2023-10-31,383.200012,384.100006,379.149994,381.799988,381.799988,3076768
2023-11-01,383.850006,385.549988,380.149994,380.950012,380.950012,2120976
2023-11-02,383.799988,385.149994,382.100006,383.649994,383.649994,2371365
2023-11-03,386.000000,386.700012,382.649994,383.549988,383.549988,2645764
